2017/05/28 09:02:40;1;3;703;26195;1;OK;
2017/05/28 09:06:05;1;3;703;26195;1;OK;
2017/05/28 09:14:56;1;3;703;26195;1;OK;
2017/05/28 09:15:31;1;3;703;26195;1;OK;
2017/05/28 09:15:52;1;3;703;26195;1;OK;
2017/05/28 09:20:43;1;3;703;26195;1;OK;
2017/05/28 09:23:48;1;3;703;26195;1;OK;
2017/05/29 01:03:36;1;3;703;26195;1;OK;
2017/05/29 01:03:37;1;3;803;26195;1;OK;
2017/05/29 01:03:37;1;3;903;26195;1;OK;
2017/05/29 01:04:27;1;3;703;26195;1;OK;
2017/05/29 01:04:28;1;3;903;26195;1;OK;
2017/05/29 01:04:28;1;3;803;26195;1;OK;
2017/05/29 01:04:42;1;3;703;26195;1;OK;
2017/05/29 01:49:03;1;3;703;26195;1;OK;
2017/05/29 01:49:03;1;3;803;26195;1;OK;
2017/05/29 01:49:04;1;3;903;26195;1;OK;
2017/05/29 02:57:29;1;3;803;26195;1;OK;
2017/05/29 22:15:02;1;3;703;26188;1;OK;
2017/05/29 22:15:45;1;3;703;26188;1;OK;
2017/05/29 22:19:50;1;3;703;26188;1;OK;
2017/05/29 22:19:52;1;3;703;26188;1;OK;
2017/05/29 22:27:25;1;3;703;26188;1;OK;
2017/05/29 22:28:35;1;3;703;26188;1;OK;
2017/05/29 22:30:58;1;3;703;26188;1;OK;
2017/05/29 22:32:28;1;3;703;26188;1;OK;
2017/05/29 22:33:08;1;3;703;26188;1;OK;
2017/05/29 22:33:29;1;3;703;26188;1;OK;
2017/05/29 22:34:03;1;3;703;26188;1;OK;
2017/05/29 22:35:32;1;3;703;26188;1;OK;
2017/05/29 22:37:03;1;3;703;26188;1;OK;
2017/05/29 22:37:22;1;3;703;26188;1;OK;
2017/05/29 22:37:23;1;3;703;26188;1;OK;
2017/05/29 22:38:19;1;3;703;26188;1;OK;
2017/05/29 22:38:20;1;3;703;26188;1;OK;
2017/05/29 22:51:42;1;3;703;26188;1;OK;
2017/05/29 22:51:44;1;3;703;26188;1;OK;
2017/05/29 22:53:52;1;3;703;26188;1;OK;
2017/05/29 22:53:53;1;3;703;26188;1;OK;
2017/05/29 22:54:32;1;3;703;26188;1;OK;
2017/05/29 22:54:33;1;3;703;26188;1;OK;
2017/05/29 22:55:10;1;3;703;26188;1;OK;
2017/05/29 22:55:10;1;3;703;26188;1;OK;
2017/05/29 23:01:48;1;3;703;26188;1;OK;
2017/05/29 23:01:52;1;3;703;26188;1;OK;
2017/05/29 23:01:59;1;3;703;26188;1;OK;
2017/05/29 23:04:02;1;3;703;26188;1;OK;
2017/05/29 23:04:10;1;3;703;26188;1;OK;
2017/05/29 23:26:21;1;3;703;26189;1;OK;
2017/05/29 23:51:00;1;3;703;26188;1;OK;
2017/05/29 23:51:13;1;3;803;26188;1;OK;
2017/05/29 23:51:23;1;3;903;26188;1;OK;
2017/05/30 00:00:51;1;3;703;26188;1;OK;
2017/05/30 00:02:02;1;3;703;26188;1;OK;
2017/05/30 00:02:35;1;3;703;26188;1;OK;
